date,day_of_week,month,festival_flag,darshan_slot,holiday_flag,season,special_event_flag,crowd_level
2024-06-30,Sunday,6,0,6-7,1,3,0,1
2025-04-11,Friday,4,0,7-8,0,2,0,1
2025-02-19,Wednesday,2,0,8-9,0,1,0,1
2024-09-15,Sunday,9,0,9-10,1,4,0,1
2025-05-25,Sunday,5,0,11-12,1,2,0,1
2025-04-27,Sunday,4,0,12-1,1,2,0,1
2024-12-04,Wednesday,12,0,7-8,1,1,0,2
2025-04-26,Saturday,4,0,6-7,1,2,0,2
2025-04-15,Tuesday,4,0,9-10,1,2,0,1
2025-03-28,Friday,3,1,12-1,0,2,0,1
2024-11-28,Thursday,11,0,6-7,0,4,0,1
2024-12-01,Sunday,12,0,6-7,1,1,0,2
2024-01-31,Wednesday,1,1,9-10,0,1,0,2
2024-11-30,Saturday,11,0,10-11,1,4,0,1
2025-02-12,Wednesday,2,0,6-7,0,1,0,1
2024-04-21,Sunday,4,0,6-7,1,2,0,2
2024-07-08,Monday,7,0,6-7,0,3,0,1
2024-10-26,Saturday,10,1,7-8,1,4,0,2
2025-07-26,Saturday,7,0,12-1,1,3,0,1
2024-09-20,Friday,9,0,6-7,1,4,0,1
2024-02-22,Thursday,2,0,8-9,0,1,0,1
2025-01-16,Thursday,1,1,11-12,0,1,0,2
2025-05-26,Monday,5,0,9-10,0,2,0,0
2024-01-25,Thursday,1,1,7-8,0,1,0,2
2024-09-27,Friday,9,0,7-8,0,4,0,1
2025-04-01,Tuesday,4,0,8-9,0,2,0,1
2024-08-25,Sunday,8,1,9-10,1,3,0,2
2024-10-29,Tuesday,10,0,6-7,0,4,0,1
2024-02-13,Tuesday,2,0,6-7,0,1,0,1
2024-08-30,Friday,8,0,6-7,0,3,0,1
2024-08-19,Monday,8,0,7-8,0,3,0,1
2024-07-18,Thursday,7,0,9-10,0,3,0,0
2024-03-01,Friday,3,1,6-7,0,2,0,2
2025-07-27,Sunday,7,0,7-8,1,3,0,1
2024-06-03,Monday,6,0,11-12,0,3,0,0
2025-07-11,Friday,7,0,6-7,0,3,0,1
2024-10-17,Thursday,10,0,12-1,0,4,0,0
2024-01-03,Wednesday,1,0,8-9,0,1,0,1
2024-11-13,Wednesday,11,0,6-7,0,4,0,1
2024-06-22,Saturday,6,0,7-8,1,3,0,2
2024-10-21,Monday,10,1,8-9,0,4,0,2
2024-03-24,Sunday,3,1,12-1,1,2,0,2
2024-03-01,Friday,3,1,12-1,0,2,0,1
2025-01-11,Saturday,1,1,6-7,1,1,0,2
2024-05-08,Wednesday,5,0,9-10,0,2,0,0
2025-08-22,Friday,8,0,12-1,0,3,0,0
2024-07-31,Wednesday,7,0,11-12,0,3,0,0
2024-04-04,Thursday,4,0,1-2,0,2,0,0
2024-09-04,Wednesday,9,0,5-6,0,4,0,0
2024-06-24,Monday,6,0,7-8,0,3,0,1
2025-04-11,Friday,4,0,11-12,1,2,0,1
2024-12-10,Tuesday,12,0,10-11,0,1,0,1
2024-06-12,Wednesday,6,0,1-2,0,3,0,0
2024-07-16,Tuesday,7,0,7-8,0,3,0,1
2024-06-22,Saturday,6,0,9-10,1,3,0,1
2024-11-17,Sunday,11,0,8-9,1,4,0,2
2024-11-28,Thursday,11,0,9-10,0,4,0,0
2024-12-17,Tuesday,12,0,11-12,0,1,0,0
2024-11-23,Saturday,11,0,12-1,1,4,0,1
2025-01-04,Saturday,1,1,9-10,1,1,1,2
2025-03-03,Monday,3,0,8-9,0,2,0,1
2025-05-13,Tuesday,5,0,7-8,0,2,0,1
2025-07-05,Saturday,7,0,5-6,1,3,0,1
2024-04-28,Sunday,4,0,7-8,1,2,0,1
2024-03-10,Sunday,3,1,4-5,1,2,1,2
2024-12-13,Friday,12,0,8-9,0,1,0,1
2024-06-14,Friday,6,0,7-8,0,3,0,1
2025-07-14,Monday,7,0,6-7,0,3,0,1
2025-03-05,Wednesday,3,0,7-8,0,2,0,1
2025-04-02,Wednesday,4,0,10-11,0,2,0,0
2025-07-10,Thursday,7,0,12-1,0,3,1,1
2025-03-06,Thursday,3,0,6-7,0,2,0,1
2024-01-06,Saturday,1,0,6-7,1,1,0,2
2025-04-16,Wednesday,4,0,12-1,0,2,0,0
2025-02-16,Sunday,2,0,8-9,1,1,0,2
2024-04-26,Friday,4,0,11-12,1,2,0,1
2024-02-09,Friday,2,0,9-10,0,1,0,1
2024-08-27,Tuesday,8,1,8-9,0,3,0,2
2025-04-30,Wednesday,4,0,10-11,0,2,0,0
2025-07-28,Monday,7,0,10-11,0,3,0,0
2024-02-20,Tuesday,2,0,7-8,0,1,0,1
2025-07-31,Thursday,7,0,12-1,0,3,0,0
2024-10-15,Tuesday,10,1,11-12,0,4,0,1
2024-05-15,Wednesday,5,0,11-12,0,2,0,0
2025-03-25,Tuesday,3,0,6-7,0,2,0,1
2024-04-13,Saturday,4,0,12-1,1,2,0,1
2025-02-05,Wednesday,2,0,4-5,0,1,0,1
2025-08-14,Thursday,8,0,8-9,0,3,0,1
2024-09-02,Monday,9,0,12-1,0,4,0,0
2024-05-30,Thursday,5,0,10-11,0,2,0,0
2024-07-08,Monday,7,0,9-10,0,3,0,0
2024-08-13,Tuesday,8,0,6-7,0,3,0,1
2025-02-09,Sunday,2,0,10-11,1,1,0,1
2025-08-12,Tuesday,8,0,6-7,0,3,0,1
2025-01-21,Tuesday,1,1,10-11,0,1,1,2
2024-03-07,Thursday,3,0,11-12,0,2,0,0
2025-05-22,Thursday,5,0,11-12,0,2,0,0
2025-08-07,Thursday,8,0,3-4,0,3,0,0
2024-12-21,Saturday,12,0,7-8,1,1,0,2
2024-03-02,Saturday,3,1,7-8,1,2,0,2
2024-06-21,Friday,6,0,8-9,0,3,0,1
2024-12-14,Saturday,12,0,11-12,1,1,0,1
2025-02-18,Tuesday,2,0,10-11,0,1,0,0
2024-09-15,Sunday,9,0,9-10,1,4,0,1
2024-03-17,Sunday,3,1,1-2,1,2,0,2
2024-02-26,Monday,2,0,7-8,0,1,0,1
2025-04-26,Saturday,4,0,6-7,1,2,0,1
2025-06-05,Thursday,6,0,8-9,0,3,0,1
2024-09-14,Saturday,9,0,6-7,1,4,0,1
2024-10-15,Tuesday,10,0,6-7,0,4,0,1
2024-12-27,Friday,12,0,10-11,0,1,0,1
2025-03-04,Tuesday,3,0,8-9,0,2,0,1
2025-03-12,Wednesday,3,1,1-2,0,2,1,2
2025-03-23,Sunday,3,1,7-8,1,2,0,2
2024-03-30,Saturday,3,0,1-2,1,2,0,1
2024-01-25,Thursday,1,0,4-5,0,1,0,0
2024-11-23,Saturday,11,0,5-6,1,4,0,1
2025-04-05,Saturday,4,0,9-10,1,2,0,1
2025-02-28,Friday,2,0,8-9,0,1,0,1
2025-06-07,Saturday,6,0,9-10,1,3,0,1
2024-03-02,Saturday,3,0,8-9,1,2,0,2
2025-04-23,Wednesday,4,0,11-12,0,2,0,0
2025-01-04,Saturday,1,0,10-11,1,1,0,1
2025-04-04,Friday,4,0,1-2,0,2,0,0
2024-04-22,Monday,4,0,7-8,0,2,0,1
2024-09-24,Tuesday,9,0,4-5,0,4,1,2
2024-10-21,Monday,10,0,11-12,1,4,0,1
2024-12-15,Sunday,12,0,3-4,1,1,0,1
2025-06-27,Friday,6,0,10-11,0,3,0,0
2024-11-10,Sunday,11,0,10-11,1,4,0,1
2024-11-28,Thursday,11,0,7-8,0,4,0,1
2024-10-31,Thursday,10,1,6-7,0,4,1,2
2025-08-13,Wednesday,8,0,8-9,0,3,0,1
2024-11-01,Friday,11,0,12-1,0,4,0,0
2024-12-23,Monday,12,0,10-11,0,1,0,0
2024-08-04,Sunday,8,0,10-11,1,3,0,1
2024-12-04,Wednesday,12,0,6-7,0,1,0,1
2025-08-25,Monday,8,0,6-7,0,3,0,1
2024-06-15,Saturday,6,0,8-9,1,3,0,2
2025-08-20,Wednesday,8,1,7-8,0,3,0,2
2024-08-13,Tuesday,8,1,4-5,0,3,0,1
2024-03-14,Thursday,3,0,9-10,0,2,0,0
2025-07-06,Sunday,7,0,11-12,1,3,0,1
2025-01-26,Sunday,1,1,6-7,1,1,0,2
2024-12-07,Saturday,12,0,10-11,1,1,0,1
2025-07-10,Thursday,7,0,8-9,0,3,1,2
2024-07-31,Wednesday,7,0,6-7,0,3,0,1
2024-01-17,Wednesday,1,0,7-8,0,1,0,1
2024-07-29,Monday,7,0,7-8,0,3,0,1
2025-07-29,Tuesday,7,0,7-8,0,3,0,1
2024-01-06,Saturday,1,0,6-7,1,1,1,2
2025-01-05,Sunday,1,0,7-8,1,1,0,2
2025-06-28,Saturday,6,0,8-9,1,3,0,2
2025-01-04,Saturday,1,1,12-1,1,1,0,2
2025-08-25,Monday,8,0,8-9,0,3,0,1
2025-02-06,Thursday,2,0,6-7,0,1,0,1
2024-02-19,Monday,2,0,12-1,0,1,0,0
2025-07-02,Wednesday,7,0,11-12,0,3,0,0
2024-05-02,Thursday,5,0,3-4,0,2,0,0
2024-08-23,Friday,8,1,6-7,0,3,0,2
2024-05-04,Saturday,5,0,3-4,1,2,0,1
2025-05-13,Tuesday,5,0,8-9,0,2,0,1
2025-04-16,Wednesday,4,0,9-10,0,2,0,0
2024-07-03,Wednesday,7,0,1-2,0,3,0,0
2025-01-19,Sunday,1,1,8-9,1,1,0,2
2024-07-14,Sunday,7,0,11-12,1,3,0,1
2025-06-27,Friday,6,0,7-8,0,3,0,1
2025-04-28,Monday,4,0,6-7,0,2,1,2
2024-05-12,Sunday,5,0,1-2,1,2,0,1
2025-04-26,Saturday,4,0,7-8,1,2,0,2
2025-03-28,Friday,3,1,8-9,0,2,0,2
2024-10-10,Thursday,10,1,6-7,0,4,0,2
2024-07-27,Saturday,7,0,7-8,1,3,0,2
2025-08-18,Monday,8,1,1-2,0,3,0,1
2025-01-12,Sunday,1,0,6-7,1,1,0,2
2025-05-18,Sunday,5,0,10-11,1,2,0,1
2025-05-20,Tuesday,5,0,10-11,0,2,0,0
2024-04-16,Tuesday,4,0,9-10,0,2,0,0
2024-03-25,Monday,3,0,6-7,0,2,0,1
2024-11-16,Saturday,11,0,6-7,1,4,0,2
2025-03-15,Saturday,3,0,8-9,1,2,0,1
2024-09-19,Thursday,9,0,3-4,0,4,0,0
2025-04-12,Saturday,4,0,6-7,1,2,0,2
2024-11-13,Wednesday,11,0,8-9,0,4,0,1
2025-04-29,Tuesday,4,0,9-10,0,2,0,0
2024-09-27,Friday,9,0,6-7,0,4,0,1
2024-03-13,Wednesday,3,0,11-12,0,2,0,0
2025-02-27,Thursday,2,0,7-8,0,1,0,1
2025-03-08,Saturday,3,1,8-9,1,2,0,2
2024-01-17,Wednesday,1,1,10-11,0,1,0,2
2024-10-05,Saturday,10,1,8-9,1,4,0,2
2024-04-27,Saturday,4,0,1-2,1,2,0,1
2024-06-03,Monday,6,0,5-6,0,3,0,0
2024-12-19,Thursday,12,0,12-1,0,1,0,1
2025-06-11,Wednesday,6,0,6-7,0,3,1,2
2025-07-31,Thursday,7,0,6-7,0,3,0,1
2024-12-09,Monday,12,0,2-3,0,1,0,0
2024-07-12,Friday,7,0,12-1,0,3,0,0
2025-06-08,Sunday,6,0,8-9,1,3,0,2
2025-04-22,Tuesday,4,0,9-10,0,2,0,0
2024-11-08,Friday,11,0,11-12,0,4,0,0
2024-04-25,Thursday,4,0,1-2,0,2,0,0
2025-04-08,Tuesday,4,0,3-4,0,2,0,0
2024-07-12,Friday,7,0,10-11,0,3,0,0
2024-12-28,Saturday,12,0,2-3,1,1,0,1
2025-02-14,Friday,2,0,8-9,0,1,0,1
2025-07-14,Monday,7,0,6-7,0,3,1,2
2024-08-19,Monday,8,0,9-10,0,3,0,0
2025-07-02,Wednesday,7,0,12-1,0,3,0,0
2025-08-14,Thursday,8,0,8-9,0,3,0,1
2024-07-15,Monday,7,0,9-10,0,3,0,0
2024-02-08,Thursday,2,0,7-8,1,1,0,2
2024-08-28,Wednesday,8,1,8-9,0,3,1,2
2024-03-26,Tuesday,3,0,3-4,0,2,0,0
2024-09-02,Monday,9,0,12-1,0,4,0,0
2024-06-13,Thursday,6,0,11-12,0,3,0,0
2025-08-14,Thursday,8,0,11-12,0,3,1,2
2025-02-18,Tuesday,2,0,12-1,0,1,0,1
2024-09-16,Monday,9,0,10-11,0,4,0,0
2024-01-15,Monday,1,0,9-10,0,1,0,0
2025-06-18,Wednesday,6,0,8-9,0,3,0,1
2024-07-27,Saturday,7,0,9-10,1,3,0,1
2024-06-03,Monday,6,0,10-11,0,3,0,0
2025-01-22,Wednesday,1,1,11-12,0,1,0,1
2025-07-04,Friday,7,0,9-10,0,3,0,0
2024-05-22,Wednesday,5,0,7-8,0,2,0,1
2024-03-21,Thursday,3,0,12-1,0,2,0,0
2024-05-20,Monday,5,0,6-7,0,2,1,2
2024-10-12,Saturday,10,0,10-11,1,4,0,1
2025-01-17,Friday,1,1,7-8,0,1,0,2
2024-08-24,Saturday,8,0,5-6,1,3,0,1
2024-11-09,Saturday,11,0,2-3,1,4,1,2
2024-10-17,Thursday,10,0,1-2,0,4,0,0
2024-01-27,Saturday,1,1,7-8,1,1,0,2
2024-02-10,Saturday,2,0,8-9,1,1,0,2
2025-06-09,Monday,6,0,7-8,0,3,0,1
2024-06-13,Thursday,6,0,7-8,0,3,0,1
2024-03-27,Wednesday,3,0,8-9,0,2,0,1
2025-08-29,Friday,8,0,7-8,0,3,0,1
2024-09-06,Friday,9,0,1-2,0,4,0,0
2025-04-11,Friday,4,0,8-9,0,2,0,1
2024-06-25,Tuesday,6,0,1-2,0,3,1,1
2025-06-18,Wednesday,6,0,6-7,0,3,1,2
2024-04-25,Thursday,4,0,9-10,0,2,0,0
2024-01-25,Thursday,1,0,6-7,0,1,0,1
2024-08-21,Wednesday,8,0,11-12,0,3,0,0
2024-09-14,Saturday,9,0,7-8,1,4,1,2
2024-06-04,Tuesday,6,0,3-4,0,3,0,0
2025-06-29,Sunday,6,0,3-4,1,3,0,1
2024-10-21,Monday,10,0,10-11,0,4,0,0
2024-01-12,Friday,1,0,9-10,0,1,0,1
2024-10-10,Thursday,10,1,7-8,0,4,0,2
2025-07-27,Sunday,7,0,10-11,1,3,0,1
2024-03-08,Friday,3,0,8-9,0,2,0,1
2024-07-30,Tuesday,7,0,1-2,0,3,0,0
2024-01-31,Wednesday,1,0,7-8,0,1,0,1
2025-05-29,Thursday,5,0,10-11,0,2,0,0
2025-05-18,Sunday,5,0,10-11,1,2,0,1
2024-03-13,Wednesday,3,1,8-9,0,2,0,2
2024-10-15,Tuesday,10,0,6-7,0,4,0,1
2024-08-26,Monday,8,1,12-1,0,3,0,1
2024-05-03,Friday,5,0,8-9,0,2,0,1
2025-02-24,Monday,2,0,8-9,0,1,1,2
2024-05-22,Wednesday,5,0,9-10,0,2,0,0
2024-06-13,Thursday,6,0,12-1,0,3,0,0
2025-05-06,Tuesday,5,0,6-7,0,2,0,1
2025-06-10,Tuesday,6,0,7-8,0,3,0,1
2025-01-02,Thursday,1,0,12-1,1,1,0,1
2024-12-25,Wednesday,12,0,4-5,0,1,0,1
2024-08-18,Sunday,8,0,1-2,1,3,0,1
2024-10-09,Wednesday,10,0,8-9,0,4,0,1
2024-06-12,Wednesday,6,0,7-8,0,3,0,1
2024-05-13,Monday,5,0,6-7,0,2,0,1
2025-05-28,Wednesday,5,0,9-10,0,2,0,0
2024-12-05,Thursday,12,0,6-7,0,1,0,1
2024-04-26,Friday,4,0,10-11,0,2,0,0
2024-02-21,Wednesday,2,0,8-9,0,1,0,1
2024-05-07,Tuesday,5,0,7-8,0,2,0,1
2024-01-23,Tuesday,1,0,10-11,0,1,0,0
2024-03-16,Saturday,3,0,9-10,1,2,0,1
2025-06-09,Monday,6,0,6-7,0,3,0,1
2025-06-21,Saturday,6,0,12-1,1,3,0,1
2024-11-05,Tuesday,11,0,10-11,0,4,0,0
2025-01-05,Sunday,1,1,6-7,1,1,0,2
2025-07-14,Monday,7,0,11-12,1,3,0,1
2024-04-01,Monday,4,0,7-8,0,2,0,1
2025-08-25,Monday,8,1,4-5,0,3,0,1
2024-03-14,Thursday,3,0,6-7,0,2,0,1
2025-04-21,Monday,4,0,8-9,0,2,0,1
2025-06-23,Monday,6,0,11-12,0,3,0,0
2024-04-25,Thursday,4,0,6-7,0,2,0,1
2024-08-17,Saturday,8,1,1-2,1,3,0,2
2024-07-13,Saturday,7,0,9-10,1,3,0,1
2024-02-17,Saturday,2,0,6-7,1,1,0,2
2024-09-02,Monday,9,0,12-1,1,4,0,1
2024-06-28,Friday,6,0,6-7,0,3,0,1
2025-08-15,Friday,8,0,12-1,0,3,0,0
2024-09-21,Saturday,9,0,1-2,1,4,0,1
2025-05-04,Sunday,5,0,10-11,1,2,1,2
2024-08-24,Saturday,8,0,9-10,1,3,0,1
2024-12-16,Monday,12,0,8-9,0,1,0,1
2025-03-01,Saturday,3,0,12-1,1,2,0,1
2025-06-30,Monday,6,0,8-9,0,3,1,2
2024-10-16,Wednesday,10,1,6-7,0,4,0,2
2025-06-02,Monday,6,0,9-10,0,3,0,0
2025-04-22,Tuesday,4,0,12-1,0,2,1,1
2024-09-13,Friday,9,0,8-9,0,4,0,1
2024-05-29,Wednesday,5,0,10-11,0,2,1,1
2024-10-18,Friday,10,0,9-10,0,4,0,0
2025-04-13,Sunday,4,0,11-12,1,2,1,2
2024-04-26,Friday,4,0,3-4,0,2,0,0
2025-04-23,Wednesday,4,0,11-12,0,2,0,0
2024-05-21,Tuesday,5,0,7-8,0,2,0,1
2025-08-08,Friday,8,0,6-7,0,3,0,1
2025-01-13,Monday,1,1,8-9,0,1,0,2
2025-03-13,Thursday,3,0,10-11,0,2,0,0
2025-07-07,Monday,7,0,11-12,0,3,0,0
2024-10-14,Monday,10,1,7-8,0,4,0,2
2024-04-18,Thursday,4,0,7-8,0,2,0,1
2025-05-28,Wednesday,5,0,8-9,0,2,0,1
2024-05-30,Thursday,5,0,1-2,0,2,0,0
2024-04-17,Wednesday,4,0,6-7,0,2,0,1
2025-04-29,Tuesday,4,0,11-12,0,2,0,0
2025-03-01,Saturday,3,0,10-11,1,2,1,2
2024-03-29,Friday,3,0,11-12,0,2,0,0
2024-05-25,Saturday,5,0,12-1,1,2,0,1
2024-08-12,Monday,8,1,1-2,0,3,0,1
2024-09-29,Sunday,9,0,5-6,1,4,1,2
2024-03-16,Saturday,3,0,4-5,1,2,0,1
2025-02-21,Friday,2,0,6-7,0,1,0,1
2025-01-14,Tuesday,1,1,8-9,0,1,0,2
2025-03-20,Thursday,3,1,10-11,0,2,0,1
2024-07-29,Monday,7,0,6-7,0,3,0,1
2024-07-11,Thursday,7,0,3-4,0,3,0,0
2025-07-21,Monday,7,0,9-10,0,3,0,0
2024-01-08,Monday,1,0,7-8,0,1,1,2
2024-05-04,Saturday,5,0,6-7,1,2,0,1
2024-04-18,Thursday,4,0,4-5,0,2,0,0
2024-04-14,Sunday,4,0,7-8,1,2,0,2
2024-07-23,Tuesday,7,0,11-12,0,3,0,0
2025-01-01,Wednesday,1,0,6-7,0,1,0,1
2024-03-25,Monday,3,0,6-7,0,2,0,1
2025-03-31,Monday,3,1,8-9,0,2,0,2
2024-07-01,Monday,7,0,6-7,0,3,0,1
2024-10-16,Wednesday,10,0,8-9,0,4,0,1
2024-02-14,Wednesday,2,0,7-8,0,1,0,1
2024-04-05,Friday,4,0,12-1,0,2,0,0
2024-03-24,Sunday,3,1,8-9,1,2,1,2
2024-05-23,Thursday,5,0,9-10,0,2,0,0
2025-04-08,Tuesday,4,0,7-8,0,2,1,2
2025-05-31,Saturday,5,0,7-8,1,2,1,2
2024-10-28,Monday,10,1,11-12,0,4,0,1
2025-05-25,Sunday,5,0,9-10,1,2,0,1
2025-06-27,Friday,6,0,7-8,0,3,1,2
2024-03-23,Saturday,3,0,6-7,1,2,0,1
2024-08-25,Sunday,8,0,9-10,1,3,0,1
2024-08-06,Tuesday,8,0,3-4,0,3,0,0
2024-11-02,Saturday,11,0,6-7,1,4,0,2
2024-10-10,Thursday,10,0,7-8,0,4,0,1
2024-03-11,Monday,3,0,8-9,0,2,0,1
2025-07-30,Wednesday,7,0,1-2,0,3,0,0
2024-10-05,Saturday,10,0,11-12,1,4,0,1
2024-04-07,Sunday,4,0,8-9,1,2,0,1
2025-02-21,Friday,2,0,1-2,0,1,0,0
2025-06-03,Tuesday,6,0,9-10,0,3,0,0
2024-04-21,Sunday,4,0,3-4,1,2,0,1
2024-02-16,Friday,2,0,1-2,0,1,0,0
2024-08-19,Monday,8,0,10-11,0,3,0,0
2024-09-21,Saturday,9,0,10-11,1,4,0,1
2024-11-04,Monday,11,0,12-1,0,4,0,0
2025-04-14,Monday,4,0,12-1,0,2,0,0
2025-05-11,Sunday,5,0,8-9,1,2,0,2
2025-03-26,Wednesday,3,0,6-7,0,2,0,1
2024-08-14,Wednesday,8,1,6-7,0,3,0,2
2024-04-14,Sunday,4,0,6-7,1,2,0,2
2024-02-06,Tuesday,2,0,9-10,0,1,0,0
2024-03-21,Thursday,3,0,10-11,0,2,0,0
2024-09-28,Saturday,9,0,12-1,1,4,0,1
2024-04-13,Saturday,4,0,6-7,1,2,0,1
2025-03-25,Tuesday,3,1,6-7,1,2,0,2
2024-11-14,Thursday,11,0,2-3,0,4,1,1
2024-02-09,Friday,2,0,10-11,0,1,0,1
2024-01-22,Monday,1,1,10-11,0,1,0,2
2025-03-24,Monday,3,1,11-12,0,2,0,1
2024-10-25,Friday,10,1,7-8,0,4,1,2
2025-03-27,Thursday,3,0,7-8,0,2,0,1
2025-02-17,Monday,2,0,11-12,0,1,0,0
2025-08-18,Monday,8,1,8-9,0,3,1,2
2025-07-17,Thursday,7,0,2-3,1,3,0,1
2025-06-22,Sunday,6,0,6-7,1,3,0,2
2025-02-19,Wednesday,2,0,9-10,0,1,0,0
2025-05-10,Saturday,5,0,11-12,1,2,1,2
2024-01-03,Wednesday,1,0,9-10,0,1,0,0
2024-04-17,Wednesday,4,0,7-8,0,2,0,1
2024-01-05,Friday,1,1,7-8,0,1,0,2
2024-06-30,Sunday,6,0,9-10,1,3,0,1
2024-09-28,Saturday,9,0,11-12,1,4,1,2
2024-03-31,Sunday,3,1,10-11,1,2,0,2
2024-10-22,Tuesday,10,1,12-1,0,4,0,1
2024-12-02,Monday,12,0,7-8,0,1,0,1
2025-05-09,Friday,5,0,4-5,1,2,0,1
2025-08-03,Sunday,8,1,9-10,1,3,0,2
2025-07-16,Wednesday,7,0,6-7,0,3,0,1
2024-03-04,Monday,3,0,7-8,0,2,0,1
2024-05-10,Friday,5,0,8-9,1,2,0,2
2024-03-06,Wednesday,3,0,8-9,0,2,0,1
2024-02-09,Friday,2,0,1-2,0,1,0,1
2025-08-26,Tuesday,8,0,11-12,0,3,0,0
2024-10-03,Thursday,10,1,7-8,0,4,0,2
2024-10-12,Saturday,10,1,7-8,1,4,1,2
2025-02-05,Wednesday,2,0,8-9,0,1,0,1
2024-09-08,Sunday,9,0,9-10,1,4,0,1
2025-08-17,Sunday,8,1,6-7,1,3,0,2
2024-06-14,Friday,6,0,8-9,0,3,0,1
2024-08-02,Friday,8,1,8-9,0,3,0,2
2024-02-06,Tuesday,2,0,11-12,0,1,0,0
2024-05-17,Friday,5,0,12-1,0,2,1,1
2024-04-19,Friday,4,0,10-11,0,2,0,0
2024-05-23,Thursday,5,0,6-7,0,2,0,1
2025-07-19,Saturday,7,0,11-12,1,3,0,1
2025-01-26,Sunday,1,0,11-12,1,1,0,1
2024-10-23,Wednesday,10,1,12-1,0,4,0,1
2024-11-19,Tuesday,11,0,6-7,0,4,0,1
2025-02-20,Thursday,2,0,10-11,0,1,0,1
2025-05-19,Monday,5,0,8-9,0,2,0,1
2024-06-04,Tuesday,6,0,7-8,0,3,0,1
2024-03-12,Tuesday,3,0,7-8,0,2,0,1
2025-05-09,Friday,5,0,11-12,0,2,0,0
2025-04-06,Sunday,4,0,6-7,1,2,0,1
2025-04-15,Tuesday,4,0,6-7,0,2,0,1
2025-02-26,Wednesday,2,0,3-4,1,1,0,1
2024-09-10,Tuesday,9,0,6-7,0,4,0,1
2025-01-17,Friday,1,1,11-12,0,1,0,1
2024-09-12,Thursday,9,0,9-10,0,4,0,0
2025-08-20,Wednesday,8,0,11-12,0,3,0,0
2025-06-19,Thursday,6,0,6-7,0,3,0,1
2025-08-04,Monday,8,1,7-8,0,3,0,2
2025-08-29,Friday,8,1,9-10,0,3,0,1
2024-07-03,Wednesday,7,0,6-7,0,3,0,1
2025-04-25,Friday,4,0,8-9,0,2,0,1
2024-09-09,Monday,9,0,12-1,1,4,0,1
2025-06-29,Sunday,6,0,9-10,1,3,0,1
2024-07-06,Saturday,7,0,7-8,1,3,0,1
2025-06-07,Saturday,6,0,11-12,1,3,0,1
2025-08-29,Friday,8,1,8-9,0,3,1,2
2024-04-20,Saturday,4,0,6-7,1,2,0,2
2024-07-18,Thursday,7,0,12-1,0,3,0,0
2025-03-10,Monday,3,0,4-5,0,2,1,1
2024-08-05,Monday,8,0,9-10,0,3,0,0
2024-10-29,Tuesday,10,0,1-2,1,4,0,1
2024-06-18,Tuesday,6,0,3-4,0,3,0,0
2024-11-19,Tuesday,11,0,11-12,0,4,0,0
2024-08-22,Thursday,8,0,8-9,1,3,1,2
2024-10-27,Sunday,10,0,8-9,1,4,0,2
2025-07-15,Tuesday,7,0,2-3,0,3,0,0
2025-08-27,Wednesday,8,1,6-7,0,3,0,2
2024-12-30,Monday,12,0,6-7,0,1,0,1
2025-02-23,Sunday,2,0,11-12,1,1,0,1
2025-01-12,Sunday,1,0,11-12,1,1,0,1
2024-09-12,Thursday,9,0,9-10,0,4,0,0
2024-08-20,Tuesday,8,1,11-12,0,3,0,1
2025-04-13,Sunday,4,0,10-11,1,2,1,2
2025-06-08,Sunday,6,0,11-12,1,3,0,1
2024-03-18,Monday,3,1,8-9,0,2,0,2
2025-06-03,Tuesday,6,0,9-10,0,3,0,0
2024-07-21,Sunday,7,0,7-8,1,3,1,2
2024-03-18,Monday,3,0,10-11,0,2,0,0
2025-01-18,Saturday,1,0,7-8,1,1,0,2
2025-05-05,Monday,5,0,9-10,0,2,0,0
2024-01-30,Tuesday,1,0,10-11,0,1,0,0
2025-03-31,Monday,3,1,1-2,0,2,0,1
2024-04-29,Monday,4,0,6-7,0,2,0,1
2025-02-16,Sunday,2,0,11-12,1,1,0,1
2025-04-08,Tuesday,4,0,11-12,0,2,0,0
2024-01-26,Friday,1,1,1-2,0,1,1,2
2025-04-12,Saturday,4,0,7-8,1,2,0,2
2024-01-19,Friday,1,0,10-11,0,1,0,0
2025-02-28,Friday,2,0,1-2,0,1,0,1
2024-05-10,Friday,5,0,6-7,0,2,0,1
2024-10-03,Thursday,10,1,7-8,0,4,0,2
2024-10-04,Friday,10,0,1-2,0,4,0,0
2025-01-16,Thursday,1,1,12-1,0,1,1,2
2024-09-29,Sunday,9,0,10-11,1,4,0,1
2024-04-10,Wednesday,4,0,6-7,0,2,0,1
2024-04-30,Tuesday,4,0,1-2,0,2,0,0
2025-05-28,Wednesday,5,0,10-11,0,2,0,0
2024-10-01,Tuesday,10,0,6-7,0,4,0,1
2025-01-16,Thursday,1,0,3-4,0,1,0,1
2024-11-28,Thursday,11,0,11-12,0,4,0,0
2025-02-21,Friday,2,0,11-12,0,1,0,1
2024-09-23,Monday,9,0,11-12,0,4,0,0
2024-12-29,Sunday,12,0,7-8,1,1,1,2
2024-11-11,Monday,11,0,6-7,0,4,0,1
2025-07-20,Sunday,7,0,2-3,1,3,0,1
2024-06-05,Wednesday,6,0,6-7,0,3,0,1
2025-07-21,Monday,7,0,8-9,0,3,0,1
2024-07-21,Sunday,7,0,9-10,1,3,0,1
2024-10-31,Thursday,10,0,11-12,0,4,0,0
